tokens,embedding
cutting,"[ 0.00743006 -0.03561956 -0.00301781 ... -0.02131862 -0.02060567
 -0.01145614]"
cuz,"[-0.00576497 -0.00607912  0.0194104  ... -0.02358123 -0.0087427
 -0.0282333 ]"
cycle,"[-0.00965945 -0.00950288  0.00941439 ... -0.0052756  -0.01184456
 -0.01462191]"
cyclical,"[-0.01355108 -0.00713288  0.00695247 ... -0.0152094  -0.01255886
 -0.00822223]"
călin,"[-0.01204951 -0.01095102 -0.00344974 ... -0.00949315 -0.00111036
 -0.0175352 ]"
daily,"[-0.01438574 -0.02037209 -0.0001893  ... -0.00842787  0.01296211
 -0.0057906 ]"
damage,"[-0.01720254 -0.00651777  0.014653   ...  0.00214175 -0.01352901
 -0.02740069]"
damaging,"[-0.01213006 -0.01517805  0.00439654 ...  0.00887565 -0.01037557
 -0.00335073]"
damn,"[-0.02625325 -0.01219749 -0.00547699 ...  0.00455834 -0.0075169
 -0.00878136]"
dan,"[-0.00786879 -0.01411754  0.0129253  ... -0.03150322 -0.00429908
 -0.01243438]"
danger,"[-0.0370255  -0.0013582   0.02585908 ... -0.03425489  0.0086127
 -0.00805298]"
dangerous,"[-0.01741981 -0.00971708  0.01639845 ... -0.02746315  0.02639924
 -0.00049605]"
dare,"[ 0.00844433 -0.01543372  0.01676028 ... -0.00582687  0.00663992
 -0.01630383]"
dark,"[-0.00990853 -0.0038838  -0.00483384 ... -0.023363    0.00136903
 -0.00914582]"
darpa,"[-0.00844897 -0.01907514  0.0089125  ... -0.01459431  0.00403134
 -0.01370938]"
darpacia,"[-0.01194166 -0.01377183 -0.0027733  ... -0.0112124   0.00292757
 -0.024851  ]"
daszak,"[-0.02932116 -0.01864664 -0.00741812 ... -0.0159172   0.0081275
 -0.02352449]"
data,"[-0.03036883 -0.01417305  0.01227499 ... -0.01600183 -0.01479649
 -0.02660044]"
databases,"[-2.85122953e-02 -1.05554173e-02 -2.71928675e-05 ... -2.19643358e-02
 -9.28850006e-03 -2.15509199e-02]"
date,"[-0.00934579 -0.02021298  0.02322863 ... -0.01418169 -0.01162111
 -0.02522548]"
dated,"[-0.03340733 -0.02637856  0.00017292 ... -0.02304334 -0.00346443
 -0.02342923]"
daughter,"[-0.01186543 -0.01234382  0.01347579 ... -0.00578111 -0.01034941
 -0.00619213]"
david,"[-0.00663077  0.00498639  0.01753559 ... -0.0217697   0.01689648
 -0.00839498]"
dawn,"[-0.01907684 -0.00680023  0.0092837  ...  0.00108003  0.00406539
 -0.01521589]"
day,"[ 0.0034808  -0.0197454  -0.01152583 ... -0.00070349 -0.00061787
  0.0088716 ]"
daylight,"[-0.00606483 -0.03079014  0.001028   ... -0.00436099  0.00514355
 -0.01293356]"
de,"[-0.00473483 -0.0330268   0.01385338 ... -0.00899441 -0.00907953
  0.00507886]"
dead,"[-0.00206102 -0.01370234 -0.00215099 ... -0.01019678 -0.00690449
 -0.03025712]"
deadly,"[-0.01486155 -0.0066683  -0.02595086 ... -0.0064409  -0.00070311
 -0.01002586]"
deadorlando,"[-0.0172177  -0.01127938 -0.0101535  ...  0.00862258 -0.00261561
 -0.02504393]"
deal,"[-0.00334684 -0.01475149 -0.00884019 ... -0.03067989  0.00226187
 -0.00062899]"
dean,"[-0.01523904 -0.02741888  0.00468839 ... -0.02255263 -0.00244202
  0.00118188]"
death,"[-0.00548506 -0.01501468  0.00436001 ... -0.00941397  0.00468946
 -0.00266367]"
deaths,"[-0.00190022 -0.00969548  0.01497756 ... -0.02505133 -0.00088575
 -0.0002997 ]"
debate,"[-0.02596506 -0.013495    0.00555886 ... -0.00908208 -0.01705381
 -0.02350237]"
deblasio,"[-0.01633759 -0.01114052 -0.02431288 ... -0.02573654  0.00175712
 -0.00739476]"
debunked,"[ 0.00523599  0.00391555  0.00711981 ... -0.00308455 -0.0151833
 -0.02621162]"
dec,"[-0.00764948 -0.00548178 -0.00787876 ... -0.00870554 -0.01693864
 -0.03020886]"
deceived,"[-0.00330373  0.00272752 -0.00109549 ...  0.00062279 -0.01547148
 -0.02041242]"
december,"[ 0.00222877  0.00635409  0.00538578 ... -0.00515873  0.02561668
 -0.03288231]"
deceptive,"[-0.00344828 -0.01473103 -0.00133448 ... -0.01540689 -0.01297241
 -0.02606896]"
decision,"[-0.01010685 -0.01504566  0.00216724 ... -0.00708521 -0.01133634
 -0.0336756 ]"
declaration,"[-0.04422777 -0.01176155  0.00180556 ...  0.01098919 -0.02046076
 -0.03024399]"
declares,"[ 0.00153198 -0.01235561  0.00296421 ... -0.01209909  0.00902801
  0.00209846]"
declining,"[ 0.00839584 -0.01158458  0.00734461 ... -0.00394913 -0.00824867
 -0.0112622 ]"
decree,"[-0.03473394  0.00078062 -0.00898747 ... -0.02030111 -0.00506537
 -0.03158832]"
dedicated,"[-0.0333941  -0.00214107  0.00491955 ... -0.0120292   0.00819816
  0.00034282]"
deductible,"[ 0.01029434 -0.01104343  0.01869002 ... -0.00163445 -0.02247252
 -0.01585685]"
deemed,"[-0.00976324 -0.01795177  0.01140357 ...  0.00458964 -0.01034064
 -0.03314779]"
deep,"[ 0.0078783  -0.00576539 -0.01487887 ... -0.00020384 -0.00928691
 -0.01127595]"
defacto,"[ 0.00850112 -0.0155592   0.02921814 ... -0.00129928  0.00147252
 -0.00765101]"
defend,"[-0.00627407  0.00217207  0.01972162 ... -0.00651076 -0.00574243
 -0.02945134]"
defense,"[-0.00035239 -0.01114447  0.02495694 ...  0.00438067  0.00602385
 -0.01663333]"
defensive,"[-0.01157698 -0.01328939 -0.00545791 ... -0.01385799 -0.00154464
 -0.00030785]"
definitely,"[-0.01886071 -0.00972245 -0.00552886 ...  0.0018134   0.00522981
  0.0012692 ]"
definition,"[ 0.00353507  0.01067986 -0.00495657 ... -0.00235106 -0.00514655
 -0.00592345]"
definitive,"[-0.01014833 -0.00727119  0.01248423 ... -0.01992634 -0.00588247
 -0.01113824]"
defuse,"[-0.00701139 -0.01714345 -0.01842684 ...  0.00915263 -0.01599514
 -0.0008494 ]"
degeneracy,"[-0.00684863 -0.00419428 -0.01801987 ...  0.02369329  0.01749305
 -0.01108343]"
deja,"[-0.00187178 -0.03551503  0.01916309 ...  0.00179871 -0.01669986
 -0.02443746]"
deleted,"[-0.01056051 -0.01181965  0.00263336 ...  0.00055849 -0.00756837
  0.00202918]"
deliberately,"[-0.00957474 -0.00623768 -0.00949417 ... -0.00933303  0.00466987
 -0.01408683]"
delusional,"[-0.00263579 -0.01501558 -0.00137222 ... -0.01821217 -0.02251636
 -0.0047318 ]"
demand,"[-0.01214253 -0.00046103 -0.01502836 ...  0.0105171  -0.01284505
 -0.01614413]"
democratic,"[-0.0056665  -0.00980675 -0.00159234 ... -0.01314707  0.01826131
  0.00156389]"
democratically,"[-0.01413824 -0.02620005  0.00245006 ... -0.0018549  -0.00923813
  0.00073568]"
democrats,"[-0.017721   -0.01053877 -0.00396112 ... -0.00545109  0.01010268
  0.00382567]"
demographic,"[-0.01641151 -0.00536131  0.00269363 ... -0.00448235 -0.00658082
 -0.00930202]"
deny,"[-0.02436143  0.00713517 -0.01003818 ... -0.01325198 -0.01785447
  0.00545553]"
depart,"[-0.02305344 -0.00366419 -0.00818574 ... -0.01299648 -0.01526916
 -0.0070562 ]"
department,"[ 0.00142946 -0.01061782  0.00962929 ... -0.01496309 -0.00989954
 -0.00517734]"
dependency,"[-0.01190996 -0.01770696  0.01473978 ... -0.02684205 -0.00070831
 -0.0120542 ]"
deport,"[-0.02433445 -0.01437945  0.01140509 ... -0.01910065 -0.00407035
 -0.02740998]"
depression,"[-0.0033179  -0.0172062   0.0231047  ... -0.02165046  0.00073052
 -0.01257167]"
depth,"[-0.01914251 -0.02416572  0.00159691 ... -0.00108016 -0.01558553
 -0.01759482]"
desantis,"[-0.02358301 -0.0037226  -0.00625685 ... -0.00173984 -0.01831754
 -0.01578329]"
describe,"[ 0.00039176 -0.00171342  0.00504765 ...  0.00298856 -0.00624175
 -0.01458062]"
describes,"[ 0.01342616 -0.00600514  0.01365862 ... -0.00036387  0.00924898
 -0.03795391]"
designed,"[-0.01075742 -0.0072882   0.00644231 ... -0.00416163  0.00698126
 -0.02484128]"
desire,"[-0.0219916  -0.001583    0.0067672  ... -0.00898667  0.00067545
 -0.02811327]"
desperate,"[-0.04698937  0.00028003  0.00654456 ...  0.00422384  0.00609616
 -0.02223506]"
despite,"[-0.00951278 -0.01481024 -0.00965424 ... -0.00136503  0.01950651
 -0.01861535]"
despot,"[-0.02348709 -0.01279428 -0.00514724 ... -0.01309646 -0.01358405
 -0.02683846]"
destroying,"[-0.01881075 -0.01765173 -0.01324879 ... -0.00917224  0.01482745
 -0.01560013]"
destruction,"[-0.03878234 -0.01918791 -0.0207869  ... -0.00182427 -0.00892319
 -0.00420752]"
detail,"[-0.00314181 -0.00924229  0.00496632 ... -0.01006649  0.01000309
 -0.03505307]"
details,"[-0.01612066 -0.01123219 -0.00337672 ...  0.00318775  0.00948025
 -0.01626195]"
detox,"[ 0.00639362 -0.01421871 -0.01223932 ... -0.00665047 -0.00860931
 -0.00322421]"
devastating,"[ 0.0083421  -0.00227239  0.00530284 ... -0.02824889 -0.01038002
 -0.00735487]"
developed,"[-0.00388544 -0.01511401 -0.00132458 ... -0.00355814 -0.00656215
 -0.01972858]"
device,"[ 0.0029516  -0.03230654 -0.00901247 ... -0.00234975 -0.00523862
 -0.02807495]"
devil,"[ 0.00199226 -0.02867006 -0.0126922  ...  0.00115429 -0.01049293
 -0.03338658]"
dhs50,"[ 0.00135289  0.00383392  0.00871501 ... -0.01926259 -0.02226635
 -0.01988263]"
dhsbacked,"[-0.01443624  0.0013776  -0.0055173  ... -0.00569015 -0.00983158
 -0.01276999]"
diarrhea,"[-0.00836036 -0.0110296  -0.01421746 ... -0.01720479 -0.00214195
 -0.02088362]"
dickhead,"[ 0.0055428  -0.00815707  0.00460691 ... -0.00971803  0.01066428
 -0.04279527]"
dictator,"[ 0.01071297 -0.01833927  0.00357678 ... -0.01871468  0.00065348
 -0.01128998]"
die,"[-0.01476653  0.0064437   0.02037584 ... -0.0121021   0.001355
 -0.02497548]"
died,"[ 0.00771339 -0.01017511 -0.00901917 ... -0.00343927 -0.00115861
 -0.01179485]"
dies,"[-0.0170204  -0.02496942 -0.01464362 ... -0.00296768  0.00812728
 -0.00104975]"
different,"[-0.01167772 -0.02324461  0.01086042 ... -0.01126907  0.0012147
 -0.01792523]"
dig,"[-0.00902931 -0.01967051 -0.00608215 ... -0.00979427 -0.00822336
 -0.02838563]"
digital,"[ 0.00508665 -0.00408545  0.01412437 ... -0.00019791  0.02726769
 -0.03074838]"
direct,"[-0.00413337 -0.00542526 -0.00541152 ... -0.01253411  0.01695953
 -0.00590972]"
directed,"[-0.01346243 -0.0026279   0.0106129  ... -0.00870055 -0.0092198
 -0.01827496]"
direction,"[ 0.00494078 -0.00140056 -0.00242314 ... -0.00886235 -0.0066822
 -0.02270599]"
director,"[-0.03215454 -0.00772366  0.01918591 ... -0.00482044 -0.00742923
 -0.0131672 ]"
directors,"[-0.00280053 -0.01855395  0.00641107 ... -0.01349774 -0.00348341
 -0.02795443]"
directs,"[-0.01857773 -0.00791609 -0.01464756 ... -0.00131267  0.0066792
 -0.0241385 ]"
dirty,"[-1.66197401e-02 -9.01665539e-03 -1.06772566e-02 ... -5.42440359e-03
  1.87846983e-03 -8.80800799e-05]"
disaster,"[-0.01695467 -0.02783835 -0.01182416 ... -0.00126317 -0.00332413
 -0.01888753]"
disclosure,"[ 0.01343393  0.01258829  0.01837024 ... -0.00664821 -0.01135078
 -0.02047402]"
discover,"[-0.0078523  -0.00316492  0.00029575 ... -0.00185506  0.00398444
 -0.01351008]"
discovered,"[-0.00811514 -0.00116563  0.00657768 ...  0.00682835 -0.00823547
 -0.02254058]"
discus,"[-0.01799656 -0.0268994   0.00063908 ... -0.00385835  0.00384813
 -0.01307477]"
discussion,"[ 0.01054183  0.00669484  0.02773091 ... -0.01013402 -0.0055088
 -0.02710561]"
disease,"[-0.01044761 -0.0047788   0.01230069 ... -0.01181583  0.00659867
 -0.00747207]"
disenfranchised,"[-0.00974446  0.00520103  0.00757238 ... -0.01639354  0.00011437
 -0.00805728]"
disenfranchisement,"[-0.01176268 -0.01031663  0.00405399 ... -0.01141736 -0.01762604
 -0.02030232]"
disguise,"[ 0.00816809  0.00030393 -0.00590128 ...  0.0032799  -0.00363765
 -0.00610707]"
disgusting,"[-0.00324569 -0.00567628 -0.00017107 ... -0.00262296  0.01050487
 -0.0211532 ]"
disinformation,"[-0.00257602 -0.00054108 -0.00294542 ...  0.00622606 -0.00149305
  0.00283313]"
dismissal,"[-0.01681872 -0.00456944 -0.00796502 ... -0.01502809  0.00405214
 -0.00717581]"
disney,"[-0.0085364  -0.00812154 -0.00739025 ... -0.00020699  0.00152323
  0.00223782]"
disparaging,"[-0.0319099  -0.01776167  0.01762882 ... -0.01117909 -0.00593495
 -0.03036887]"
dispelled,"[-0.0082726  -0.00373545  0.01496946 ... -0.00339681  0.01067075
 -0.00660011]"
disposable,"[ 0.0017656  -0.0224077  -0.01225292 ... -0.01638751  0.00704183
 -0.01431679]"
disposed,"[-0.00349909 -0.00867444  0.01213529 ... -0.02814572 -0.00214152
 -0.0028235 ]"
disrupted,"[-0.0071585  -0.005264    0.01817927 ... -0.00794427 -0.01676754
 -0.0342809 ]"
distracting,"[-4.15840521e-02 -1.98209342e-02  5.07828314e-03 ... -1.60828922e-02
 -7.87246099e-05 -2.01135930e-02]"
distraction,"[-0.02769054 -0.01661971  0.0180204  ... -0.00580141 -0.01175771
 -0.02860638]"
disturbance,"[-0.01390683 -0.01551493  0.00899248 ... -0.01376532 -0.00804692
 -0.01550206]"
divide,"[-0.00741653 -0.03268817  0.01474988 ... -0.00630751  0.012012
 -0.01102082]"
dividing,"[ 0.00415387 -0.01247889  0.0104867  ... -0.01404913  0.0078166
 -0.00396364]"
divorce,"[ 0.00537266 -0.01617865 -0.00705793 ... -0.02518476 -0.00858142
 -0.02332422]"
dna,"[-0.00989139 -0.01915936 -0.00367117 ... -0.01318851 -0.00298543
 -0.02475617]"
doc,"[-0.02672233 -0.01538955 -0.00342208 ... -0.0173525   0.00509713
  0.01090747]"
doctor,"[-0.00144425 -0.00964192  0.00457008 ... -0.0135882  -0.01476801
 -0.03222111]"
doctors,"[ 0.02502515  0.00222296  0.01569229 ... -0.0112037  -0.0250536
 -0.02111275]"
doctrine,"[-0.00500849 -0.01249561 -0.01668813 ... -0.01860003 -0.00448272
 -0.00962777]"
document,"[ 0.00735887  0.00032103 -0.0184072  ...  0.00393342  0.01668278
 -0.01313368]"
documentary,"[-0.02031797 -0.0087797  -0.00304372 ... -0.0103115  -0.00167438
 -0.01017225]"
documentrys,"[-0.00588067 -0.01720357  0.01777424 ... -0.00198342  0.00723079
 -0.02446915]"
dod,"[-0.00046234 -0.01139792  0.0175625  ... -0.01067653  0.00513824
 -0.04134205]"
dojfbi,"[-0.01237705 -0.01539552 -0.00669929 ... -0.00805365  0.00202165
 -0.01985073]"
dollar,"[ 0.00647748 -0.02369596  0.00850022 ... -0.00083442  0.00161182
 -0.00880212]"
domestic,"[-0.01792348 -0.01318984 -0.00362737 ... -0.02125869  0.00278864
 -0.01999814]"
dominion,"[-0.00903728 -0.0249118  -0.00400815 ... -0.02247463  0.00733126
 -0.01684939]"
donald,"[ 0.0003386  -0.02612662  0.02127628 ...  0.00254405 -0.00713965
 -0.03190083]"
donate,"[ 0.00502714 -0.02032841  0.00577071 ... -0.0133583  -0.00176516
 -0.01555666]"
donated,"[-0.02354897 -0.01295327  0.00221358 ... -0.02310692 -0.00420948
 -0.01127886]"
donating,"[-0.00019009 -0.01543479  0.00824463 ... -0.00911457 -0.00323096
 -0.02297425]"
donbas,"[ 0.01102718 -0.03042748 -0.00466722 ... -0.0201596   0.00590368
 -0.02073081]"
done,"[-0.01220235 -0.02172631 -0.01994547 ... -0.00841271  0.0037469
  0.00011253]"
donor,"[ 0.01638859 -0.00481482  0.01148953 ... -0.00587617 -0.01119977
 -0.02175262]"
dont,"[-0.00427359 -0.00271248  0.00447    ...  0.00508971 -0.01177778
 -0.01960028]"
door,"[ 0.0110523  -0.02457584 -0.01436321 ... -0.00963919  0.00449533
 -0.01277944]"
dos,"[-0.01910054 -0.01545243 -0.00994559 ...  0.0088151   0.02037668
 -0.01328854]"
dot,"[ 0.02118749 -0.0115256   0.00873704 ... -0.01001221  0.00155893
 -0.03211755]"
doubling,"[ 0.00425122 -0.00508291 -0.00749892 ... -0.00152075  0.00798694
 -0.01283959]"
doubt,"[-0.03187624 -0.01147165 -0.00889901 ...  0.01012763  0.0085664
 -0.00374695]"
doubter,"[-0.02451202 -0.0052253   0.00412816 ... -0.00457604  0.00955483
 -0.00046307]"
doubtful,"[-0.02190894 -0.01392256  0.00730968 ... -0.01538315 -0.01205996
 -0.02429413]"
douglas,"[ 0.00592632 -0.01112219  0.02688895 ... -0.00560588 -0.00246356
 -0.00897217]"
doused,"[-0.00174784 -0.01408009  0.02301232 ... -0.01261921 -0.01924186
  0.00179305]"
douses,"[-0.03579616 -0.00681616  0.00056192 ... -0.0012117  -0.01603311
  0.00672222]"
downtrodden,"[-0.00274479 -0.01586024  0.00354958 ... -0.00883305  0.0004257
 -0.02787318]"
downvoted,"[-0.00920251 -0.00197072 -0.00546704 ... -0.03334687 -0.02382318
 -0.04834457]"
dozen,"[-0.02144031  0.00275775  0.00309833 ... -0.01654647 -0.00990011
 -0.01923147]"
dr,"[-5.66880405e-03 -6.52010885e-06  7.53116794e-03 ... -5.80392734e-05
  3.17657297e-03 -2.80273836e-02]"
dragged,"[-0.00084529 -0.01258312  0.01081007 ... -0.00070355  0.00595482
 -0.00043596]"
dragon,"[ 0.00445553 -0.01337364  0.00588088 ... -0.01116347  0.01383116
 -0.00424789]"
drain,"[ 0.00117568 -0.02415503  0.01878252 ... -0.02140499 -0.00466019
 -0.02080962]"
draw,"[-0.00431928 -0.02036732 -0.019665   ... -0.00825547  0.01200331
 -0.01345903]"
dre,"[-0.00629184 -0.01906699  0.01103218 ... -0.01690149 -0.00393818
 -0.0061631 ]"
dreamland,"[-0.0097871  -0.02162535 -0.00490374 ... -0.01484705  0.00876153
  0.00494109]"
drew,"[-0.02395061 -0.00570789  0.00555095 ... -0.01614449  0.00336912
  0.00728754]"
drink,"[-0.003727   -0.02950573 -0.00762391 ... -0.01080793  0.00860645
 -0.04222703]"
drinking,"[-0.01482222 -0.01132347  0.00323939 ... -0.0174395   0.01720896
 -0.03425519]"
drive,"[-0.02880396  0.012572   -0.00421159 ... -0.00135597  0.014217
  0.00552626]"
driver,"[-0.01409138 -0.02568056 -0.01647507 ... -0.00459287  0.01048294
 -0.00314422]"
driving,"[-0.01973229 -0.00963027 -0.01067485 ...  0.00690091 -0.00733896
 -0.02790017]"
dropped,"[-0.03527338 -0.00261078 -0.00502268 ...  0.00156917 -0.00133994
 -0.01744791]"
drops,"[-0.02317371 -0.01924891  0.00715304 ...  0.00606803  0.00521074
  0.00158398]"
drs,"[-0.03121397  0.00098038 -0.00800781 ... -0.01788739 -0.0140911
  0.00893052]"
drugs,"[-0.00445984 -0.00763734  0.02328043 ... -0.01196611 -0.00983361
 -0.02644022]"
drummed,"[-0.01043864 -0.01814813  0.00180962 ...  0.00881778  0.00132128
 -0.0055518 ]"
dubious,"[-0.02988905  0.00159425  0.00535683 ...  0.00811372 -0.00684104
 -0.00911002]"
due,"[ 0.0160314  -0.0129095   0.00226584 ... -0.01401342 -0.00725632
 -0.02975654]"
duke,"[ 0.00785867  0.00199892 -0.00992097 ...  0.00238775  0.00744758
  0.00293073]"
dummy,"[-0.01724339 -0.00301696  0.01631851 ... -0.01488684  0.00100011
 -0.00290293]"
duplicate,"[ 0.01081949 -0.00328509 -0.00058022 ...  0.00099297 -0.00722652
 -0.0182287 ]"
duress,"[ 0.0063799  -0.00971885  0.00686415 ...  0.0075719  -0.01804253
 -0.02323043]"
dutchsince,"[-0.00054595 -0.02105408 -0.00590746 ... -0.01560858  0.00649891
 -0.00235704]"
dy,"[ 0.01750331 -0.03612569  0.00940444 ... -0.0073062  -0.00761824
 -0.00204982]"
dye,"[ 0.00648754 -0.02233703  0.01087442 ... -0.02212696 -0.01077639
 -0.04411387]"
dying,"[-0.00654956 -0.02431824  0.00961639 ... -0.01925983 -0.00672201
 -0.03524657]"
eachother,"[ 0.00806391  0.00907714  0.02226309 ... -0.01999905 -0.00244398
 -0.04351994]"
ear,"[ 0.00091109 -0.00674244  0.02289781 ... -0.0120054   0.0158398
 -0.03072949]"
early,"[ 0.00301747 -0.02343587  0.0094613  ... -0.01247015 -0.00382662
 -0.02132416]"
earn,"[-0.01764796 -0.01273263  0.00167315 ...  0.00044562 -0.0060539
 -0.02246608]"
earner,"[ 0.01169885 -0.00964556 -0.01394266 ... -0.01148012 -0.00973728
 -0.0313851 ]"
earth,"[ 0.01166524 -0.01314212 -0.00392409 ... -0.01700913  0.00104523
 -0.03142123]"
earthquake,"[-0.00528992 -0.03193861 -0.00637124 ... -0.01496693 -0.00995507
 -0.03191115]"
ease,"[ 0.00052283 -0.01977361 -0.01137514 ... -0.02126195  0.00304312
 -0.01997294]"
easily,"[ 0.01213511 -0.03708388 -0.01244224 ... -0.01127087  0.00160081
 -0.00813531]"
east,"[ 0.0073847  -0.00511925  0.01420134 ... -0.00474393 -0.00662729
 -0.02802399]"
eastern,"[-0.01004292 -0.0047402  -0.00129395 ... -0.00191906  0.01049568
 -0.03048548]"
easy,"[ 0.01058279  0.00899892  0.02242983 ... -0.01914846 -0.00994356
 -0.03468882]"
eat,"[ 0.01686147 -0.02206285 -0.00227809 ...  0.00531388 -0.01844968
 -0.03139357]"
eating,"[-0.02456925 -0.0086182   0.01611259 ... -0.00657076 -0.00054039
 -0.0148764 ]"
ecohealth,"[-0.00420945 -0.00322831  0.01582639 ...  0.00337967 -0.00732914
 -0.03062712]"
economic,"[-0.0061611   0.00188598  0.01463745 ...  0.00108197 -0.01047141
 -0.02125245]"
economics,"[-0.00654791 -0.02179735  0.0115803  ... -0.01509717 -0.00163335
 -0.05113604]"
economy,"[-0.00404097 -0.01918527  0.00633073 ... -0.00424081 -0.00913875
  0.003289  ]"
edf,"[-0.01523105 -0.01115932  0.00354709 ... -0.00373847  0.00919275
 -0.0148219 ]"
editing,"[-0.00368937 -0.0198359  -0.00783607 ... -0.01646393 -0.0007453
 -0.01634107]"
edition,"[ 0.0175878  -0.02264239  0.01443384 ... -0.02056271 -0.01421347
 -0.00493409]"
editor,"[ 1.99282379e-03  4.53920984e-05 -8.25471943e-04 ... -2.29715016e-02
 -1.51631748e-02 -1.55218833e-04]"
edits,"[-0.01255511 -0.01384755  0.00871883 ...  0.00604505 -0.00189592
 -0.02141755]"
education,"[-0.02151136 -0.00709994 -0.01112588 ... -0.00961863  0.00041772
 -0.01098045]"
effect,"[ 0.00157253 -0.00596789  0.02041131 ... -0.00834244  0.00882576
 -0.03017568]"
effective,"[-0.00445347 -0.02548755 -0.01318227 ... -0.01388797  0.00277485
 -0.00541953]"
effects,"[-0.01249221 -0.02471534 -0.01887623 ... -0.00892013  0.01746354
 -0.00452061]"
effort,"[-0.0223905  -0.0254944  -0.00888723 ... -0.00439055 -0.00544177
 -0.01508175]"
eisenhower,"[ 0.01158535 -0.01091867  0.00508177 ... -0.01976925 -0.00219904
 -0.01853112]"
either,"[-0.02150406 -0.02051925  0.00617196 ... -0.00179257 -0.01164916
 -0.02623928]"
elect,"[-0.02407965 -0.02745404  0.00460942 ...  0.00427873 -0.0132681
 -0.02333728]"
elected,"[ 0.02226157 -0.02082037  0.02312908 ... -0.00207784 -0.00722696
 -0.03262977]"
election,"[ 0.00047157 -0.02321977  0.00382755 ... -0.00223188 -0.00858361
 -0.01207758]"
electors,"[-0.02209792 -0.02819119 -0.00730931 ... -0.00386714 -0.00774081
 -0.02050268]"
electric,"[ 0.0065377  -0.03236447  0.00598983 ...  0.00860558  0.00266252
 -0.02330456]"
electrical,"[-0.01341265 -0.00513691  0.00656459 ... -0.00677892 -0.00565198
 -0.01613666]"
electricity,"[-0.00545341 -0.01148718 -0.00959266 ... -0.0196256  -0.00583698
 -0.02609632]"
electronic,"[-0.01240783 -0.03107302  0.01215839 ... -0.00853795 -0.01696188
 -0.04159224]"
